product_code,product_name,id,product_id,group_code,set_item_label,part_no,part_name,material_code,material_kind,profile_shape,profile_code,dim_a_mm,dim_b_mm,wall_thickness_mm,cut_length_mm,qty,unit,waste_pct,weight_kg,total_length_m,paint_area_m2,volume_m3,unit_price,amount,note,sort_order,created_at,updated_at,section_title,unit_basis,material_note,tenon
CH0201HG-IN,"Ghế 5 bậc Ferrara khung Inox, vải fabric, tay gỗ keo",d5333310-f253-4635-aacf-c5db97122155,527ef8dc-ab18-4fd7-a30f-0bf800df1e6d,FRAME,,,Chốt nối chân+mê,VT-IN-TRON-10,IN,TRON,,10,,1,10,2,cái,0,,,,,,,,10,2026-07-27T08:40:24.339854+00:00,2026-07-27T08:40:24.339854+00:00,,,Tròn 10x0x10mm · Tròn,
CH0194HG-AL,Amr Chair,d53d16e1-c8ac-4d2e-a25b-0fac4d276bd8,ffa0cb6c-f29a-44dd-82d4-ac6c19ce1194,FRAME,,,Chân trước + tay vịn (CNC),VT-AL-HOP-24x40,AL,HOP,,24,40,,1090,2,Cái,0,,,,,,,TD-DTBD05 (Mở Lại),0,2026-07-27T08:39:57.991261+00:00,2026-07-27T08:39:57.991261+00:00,,,Hộp 24x40x1mm · Nhôm,
TB0164HG-AL,Bàn CNKG Tilos 180(250)x100x74 cm,d54ff8dc-2580-4b2c-8f47-6fc63270c253,8e9471e9-4316-4ea6-be0b-7aee3b53fdd3,HARDWARE,,,Pat nhựa gắn sắt,VT-PK-PAT-PAT-NHUA-GAN-SAT,,,,,,,,8,Cái,0,,,,,,,,22,2026-07-27T08:40:01.634461+00:00,2026-07-27T08:40:01.634461+00:00,,,,
CH0113HG-AL,Armchair,d55b2ae1-913c-458d-bd50-da8ef3791331,df8b1a79-e9a3-4514-b995-7239f1f0dacd,FRAME,,,Dọc tựa,VT-AL-PF-TDB72,AL,PF,TDB72,20,38,,830,2,Cái,0,,,,,,,,5,2026-07-27T08:39:58.82981+00:00,2026-07-27T08:39:58.82981+00:00,,,TD-B72 20x38x830mm · Nhôm,
TB0199HG-IN,"Bàn CNKG Keros khung Inox 180(240)x100cm, nan gỗ keo FSC",d561d52c-b349-4a93-8851-32cf5f086e31,abbc34a3-c6cb-477d-8ec4-0fbed3012bb6,WOOD,,,Nan phụ LK phụ,VT-GO-15x60,WD,,,15,60,,488,2,Cái,0,,,,,,,,18,2026-07-27T08:40:18.145781+00:00,2026-07-27T08:40:18.145781+00:00,,,15x60x488mm · Gỗ keo,
TB0202HG-AL,Bàn bằng nhôm gỗ bạch đàn FSC,d5814187-1deb-4c7a-8077-c9c16f1d0ccb,05d5b12f-3f0f-4262-b697-147448ec6bd1,FRAME,,,Diềm bàn dài,VT-AL-HOP-50x25,AL,HOP,,50,25,,1480,2,cái,0,,,,,,,,0,2026-07-27T08:40:25.972919+00:00,2026-07-27T08:40:25.972919+00:00,,,Hộp 25x50x1480mm · Hộp,
TB0191HG-AL,Rhone Aluminium Coffee Table,d5e77414-cbc8-46df-9e6c-d50de2e4fa22,d405717a-b3a3-43e3-9d3b-b7319c0f8016,HARDWARE,,,Long đền,VT-PK-LONGDEN-LONG-DEN-16-8-5-1-0,,,,,,,,8,con,0,,,,,,,,8,2026-07-27T08:39:55.462282+00:00,2026-07-27T08:39:55.462282+00:00,,,Φ16*Φ8.5*1.0 · Ngũ kim,
CH0170HG-AL,Ghế 5 bậc Paxos,d5fbe2f9-71dd-4fe7-932d-c3a9c50fa374,b6a4f71a-46ec-4e19-bd92-8bae4aed885f,FRAME,,,Giằng tựa,VT-AL-HOP-10x20,AL,HOP,,10,20,,420,2,Cái,0,,,,,,,,3,2026-07-27T08:40:07.00024+00:00,2026-07-27T08:40:07.00024+00:00,,,Hộp 10x20x420mm · Nhôm,
TB0168HG-AL,"Bàn CNKG nhôm gỗ keo 80(120)x70 cm , sơn graphit",d6349a5a-c149-4238-88f8-2c8efc6d360f,f14f2987-0374-4d56-9303-644664529c95,WOOD,,,Viền ngang bàn,VT-GO-24x50,WD,,,24,50,,542,6,Cái,0,,,,,,,,6,2026-07-27T08:40:05.189261+00:00,2026-07-27T08:40:05.189261+00:00,,,24x50x542mm · Gỗ keo,
TB0171HG-AL,"Bàn C Khung nhôm, gỗ keo",d6b00e99-07a5-4549-959d-beb2261399ed,abeb5e10-1330-4722-b5e3-2e545cf71042,FRAME,,,Viền bàn ngắn,VT-AL-PF-TWHG05,AL,PF,TWHG05,20,25,,320,2,Cái,0,,,,,,,,1,2026-07-27T08:40:08.829918+00:00,2026-07-27T08:40:08.829918+00:00,,,TW-HG05 20x25mm · Nhôm,
OT0179HG-AL,"Bồn hoa nhỏ, khung nhôm, nan gỗ",d6f79f6b-1b04-4cf2-9adf-907f7cc4e98b,467c7182-10b4-45ac-aee5-7c5ed88542ea,HARDWARE,,,Nút nhựa vuông 40 màu đen,VT-PK-NUT-NHUA-VUONG-40-MAU-DEN,,,,,,,,8,cái,0,,,,,,,,22,2026-07-27T08:40:20.012597+00:00,2026-07-27T08:40:20.012597+00:00,,,Thép/Nhựa,
TB0191HG-AL,Rhone Aluminium Coffee Table,d8045f30-d1a6-4bef-a71a-649a1db4eb56,d405717a-b3a3-43e3-9d3b-b7319c0f8016,FRAME,,,Pát góc,VT-AL-LA-4x38,AL,LA,,4,38,,120,4,Cái,0,,,,,,,,4,2026-07-27T08:39:55.462282+00:00,2026-07-27T08:39:55.462282+00:00,,,LA 38x120mm · Nhôm,
TB0182HG-AL,"Bàn CNKG Santorin 150200x90x74 cm Khung nhôm, chân vuông 76",d849a968-1d5a-4564-919d-2f518e973236,ab1d308e-c1ed-413a-962e-fa0665835a57,HARDWARE,,,"Vít 4x25 đầu dù đuôi cá, xi đen",VT-PK-VIT-M4X25,,,,,,,,2,Con,0,,,,,,,,29,2026-07-27T08:40:11.363938+00:00,2026-07-27T08:40:11.363938+00:00,,,4x25mm,
CH0172HG-AL,Ghế xếp chồng Santorin,d8a8cad8-e6dc-4712-a0ca-d5b08b7e7693,de910269-dc69-46c7-9438-cb41b1d9d825,HARDWARE,,,"Vít dù 4x12, 7M",VT-PK-VIT-M4X12,,,,,,,,68,cái,0,,,,,,,,15,2026-07-27T08:40:10.524468+00:00,2026-07-27T08:40:10.524468+00:00,,,4x12mm,
CH0188HG-AL,Stacking Armchair,d981b1e9-7af4-49e7-bdfc-2629221652cd,e8973176-e4ea-48ca-af9b-3be8ebadfe91,FRAME,,,Chân sau,VT-AL-HOP-18.5x38,AL,HOP,,18.5,38,,925,2,Cái,0,,,,,,,Profile 263,2,2026-07-27T08:39:52.817133+00:00,2026-07-27T08:39:52.817133+00:00,,,Hộp 18.5x38x925mm · Nhôm,
SL0181HG-AL,Giường tắm nắng Paxos,d9ee535f-4e41-4c3f-a091-6b09cb5bf93c,061e7682-05b0-43e3-a65d-1d7921caa87b,HARDWARE,,,"Vít 6x40, 7M",VT-PK-VIT-M6X40,,,,,,,,2,cái,0,,,,,,,LK mê tựa,25,2026-07-27T08:40:07.914699+00:00,2026-07-27T08:40:07.914699+00:00,,,6x40mm,
CH0195HG-IN,"Ghế 5 bậc Keros khung Inox, nan gỗ keo FSC",da0976f5-0abb-42f4-b8c3-ffb4f5e251c8,33351402-69c3-452c-800e-023b985a89f3,HARDWARE,,,Lục giác 5x14x45mm,VT-PK-LUCGIAC-M5X14,,,,,,,,1,Cái,0,,,,,,,,46,2026-07-27T08:40:20.883232+00:00,2026-07-27T08:40:20.883232+00:00,,,Thép/Nhựa,
TB0169HG-AL,Bàn CNKG Paxos,da123eac-26ee-4961-b264-ad472ccc6599,c6dfe1af-fe46-4d1d-9e76-808d93b8ee0d,FRAME,,,Viền bàn ngắn 2,VT-AL-LA-1x50,AL,LA,,1,50,,600,2,Cái,0,,,,,,,(V25),7,2026-07-27T08:40:06.036147+00:00,2026-07-27T08:40:06.036147+00:00,,,La 1x50x600mm · Nhôm,
CH0201HG-IN,"Ghế 5 bậc Ferrara khung Inox, vải fabric, tay gỗ keo",da1e6666-cdde-4f0a-b6ef-dde610db60b9,527ef8dc-ab18-4fd7-a30f-0bf800df1e6d,FRAME,,,Dọc tựa,VT-IN-HOP-30x10,IN,HOP,,30,10,,720,2,cái,0,,,,,,,,3,2026-07-27T08:40:24.339854+00:00,2026-07-27T08:40:24.339854+00:00,,,Hộp 10x30x720mm · Hộp,
CH0195HG-IN,"Ghế 5 bậc Keros khung Inox, nan gỗ keo FSC",da3fd81d-a017-4147-9f7f-c6374031d06f,33351402-69c3-452c-800e-023b985a89f3,HARDWARE,,,Chụp nhựa xám phi 10,VT-PK-CHUP-NHUA-XAM-PHI-10,,,,,,,,2,cái,0,,,,,,,,31,2026-07-27T08:40:20.883232+00:00,2026-07-27T08:40:20.883232+00:00,,,Thép/Nhựa,
BN0203HG-AL,Ghế đôi bằng nhôm gỗ bạch đàn FSC,da4a31f4-99da-4552-bb12-f7230cd809c5,de2881a3-ffbd-46b8-b144-c3f858ed4cab,FRAME,,,La bắt nan mê,VT-AL-LA-25x2,AL,LA,,25,2,,465,2,cái,0,,,,,,,,8,2026-07-27T08:40:27.636224+00:00,2026-07-27T08:40:27.636224+00:00,,,La 2x25x465mm · La,
TB0164HG-AL,Bàn CNKG Tilos 180(250)x100x74 cm,da9bc0a8-914e-4ade-ab18-356d228f5fb2,8e9471e9-4316-4ea6-be0b-7aee3b53fdd3,WOOD,,,Liên kết nan ô giữa 2,VT-GO-15x30,WD,,,15,30,,850,1,Cái,0,,,,,,,,15,2026-07-27T08:40:01.634461+00:00,2026-07-27T08:40:01.634461+00:00,,,15x30x850mm,
CH0188HG-AL,Stacking Armchair,dad0f6c0-71ed-4bbe-85db-3763665db8c4,e8973176-e4ea-48ca-af9b-3be8ebadfe91,HARDWARE,,,Đế,VT-PK-DECHAN-M18X38,,,,,,,,2,con,0,,,,,,,,11,2026-07-27T08:39:52.817133+00:00,2026-07-27T08:39:52.817133+00:00,,,chân 18x38 · Ngũ kim,
CH0184HG-AL,Rhone 2 Seater Aluminium Lounge,dae24fb0-3af4-427a-acc3-17d43e30ec10,f9856e48-3f95-4f76-aa47-20064c5e4460,PACKAGING,,,Lót góc,VT-BB-LOT-GOC,,,,,,,,4,cái,0,,,,,,,,21,2026-07-27T08:39:49.196697+00:00,2026-07-27T08:39:49.196697+00:00,,,Bao bì,
CH0176HG-AL,Ghế 5 bậc Athos,dae45322-7e89-4afe-8ed0-7765cdb27aca,a0d0c303-46c2-4387-8cce-7c68381c49dd,HARDWARE,,,"LĐS 6x16x1,7M",VT-PK-LDS-6X16X1-7M-LDS-6X16X1-7M,,,,,,,,2,con,0,,,,,,,,27,2026-07-27T08:40:14.779484+00:00,2026-07-27T08:40:14.779484+00:00,,,"LĐS 6x16x1,7M",
CH0195HG-IN,"Ghế 5 bậc Keros khung Inox, nan gỗ keo FSC",dbe6af8c-a689-47e3-8cd1-f4576b6b6fdc,33351402-69c3-452c-800e-023b985a89f3,FRAME,,,Chân ngắn,VT-IN-HOP-50x25,IN,HOP,,50,25,,610,2,cái,0,,,,,,,,0,2026-07-27T08:40:20.883232+00:00,2026-07-27T08:40:20.883232+00:00,,,Hộp 25x50x610mm · Hộp,
CH0195HG-IN,"Ghế 5 bậc Keros khung Inox, nan gỗ keo FSC",dbf4786c-a61e-4069-a4c8-b8eb9adf4a43,33351402-69c3-452c-800e-023b985a89f3,HARDWARE,,,"Nút nhựa 25x50, đế 10 ly cong, Xám",VT-PK-NUT-NHUA-25X50-DE-10-LY-CONG-XAM,,,,,,,,4,cái,0,,,,,,,Lắp phần gỗ vào Inox,16,2026-07-27T08:40:20.883232+00:00,2026-07-27T08:40:20.883232+00:00,,,Thép/Nhựa,
TB0192HG-AL,Table,dbf81777-3b64-4168-9220-13735af96757,ba6ce597-0683-40f0-9812-db98c3975068,WOOD,,,Liên kết 1,VT-GO-10x43,WD,,,10,43,,1125,2,Cái,0,,,,,,,,7,2026-07-27T08:39:56.349146+00:00,2026-07-27T08:39:56.349146+00:00,,,Gỗ 10x43x1125mm · Gỗ Bạch đàn,
TB0174HG-AL,Bàn xếp Santorin,dbfe654f-34f5-4e9c-bc71-adf0bb70e037,9999b62a-9e6c-479a-a503-dfb1f5a01eda,HARDWARE,,,LĐN 6x16x5 đen,VT-PK-LDN-6X16X5-DEN-6X16X5,,,,,,,,4,Con,0,,,,,,,,32,2026-07-27T08:40:13.071396+00:00,2026-07-27T08:40:13.071396+00:00,,,6x16x5,
TB0168HG-AL,"Bàn CNKG nhôm gỗ keo 80(120)x70 cm , sơn graphit",dc37b12f-bc46-4a24-ab17-60edee74b341,f14f2987-0374-4d56-9303-644664529c95,HARDWARE,,,Pay xoay 3 lỗ vít,VT-PK-VIT-PAY-XOAY-3-LO-VIT-3-LO-V,,,,,,,,2,Cái,0,,,,,,,,11,2026-07-27T08:40:05.189261+00:00,2026-07-27T08:40:05.189261+00:00,,,"3 lỗ vít, 7 màu",
CH0172HG-AL,Ghế xếp chồng Santorin,dc4f5fa2-9780-4349-b947-b377c20c6058,de910269-dc69-46c7-9438-cb41b1d9d825,HARDWARE,,,"Vít bằng 4x12, 7M",VT-PK-VIT-M4X12,,,,,,,,6,cái,0,,,,,,,,19,2026-07-27T08:40:10.524468+00:00,2026-07-27T08:40:10.524468+00:00,,,4x12mm,
CH0197HG-AL,Ghế XC Keros,dca300dc-a65c-496c-9567-881799788d80,814b379d-6f5e-4c81-b87d-66029b8e81b3,FRAME,,,Bịt chân sau,VT-AL-LA-25x1.5,AL,LA,,25,1.5,,25,2,cái,0,,,,,,,,5,2026-07-27T08:40:21.881921+00:00,2026-07-27T08:40:21.881921+00:00,,,La 1.5x25x25mm · La,
ST0185HG-AL,Rhone Aluminium Corner Lounge With Cushion,dcc93413-7a91-4fb8-85d2-0507e521b1f3,f4a7504c-aab3-47fe-ab02-b9e3d806ee1d,PACKAGING,,,Lót góc,VT-BB-LOT-GOC,,,,,,,,4,cái,0,,,,,,,,27,2026-07-27T08:39:50.289387+00:00,2026-07-27T08:39:50.289387+00:00,,,Bao bì,
CH0172HG-AL,Ghế xếp chồng Santorin,dcdc1d1e-f46e-487f-b499-aa4816be213b,de910269-dc69-46c7-9438-cb41b1d9d825,WOOD,,,Tay vịn,VT-GO-25x40,WD,,,25,40,,450,2,Cái,0,,,,,,,,11,2026-07-27T08:40:10.524468+00:00,2026-07-27T08:40:10.524468+00:00,,,25x40x450mm · Gỗ,
OT0178HG-AL,"Bồn hoa lớn, khung nhôm, nan gỗ",dceb791f-566a-4ef3-8295-12c6856325e1,08deae79-7e91-40c5-a88e-0b5aa90a6c03,HARDWARE,,,Nút nhựa vuông 40 màu đen,VT-PK-NUT-NHUA-VUONG-40-MAU-DEN,,,,,,,,8,cái,0,,,,,,,,26,2026-07-27T08:40:18.92139+00:00,2026-07-27T08:40:18.92139+00:00,,,Thép/Nhựa,
CH0195HG-IN,"Ghế 5 bậc Keros khung Inox, nan gỗ keo FSC",dcf497a3-51ac-4286-8d98-df5729e844af,33351402-69c3-452c-800e-023b985a89f3,HARDWARE,,,"Bulon 6x20x13, inox 304, đầu bằng",VT-PK-BULONG-M6X20,,,,,,,,4,con,0,,,,,,,Lắp tay vịn gỗ,19,2026-07-27T08:40:20.883232+00:00,2026-07-27T08:40:20.883232+00:00,,,Thép/Nhựa,
CH0189HG-AL,Stacking Armchair,ddcbff92-aa30-47ca-b6f3-dfce07850365,9d8c30ac-09ec-4dc2-8e68-42aeb736970f,PACKAGING,,,Carton phủ balet( 5 lớp),VT-BB-CARTON-PHU-BALET-5-LOP,,,,,,,,1,cái,0,,,,,,,,25,2026-07-27T08:39:53.627404+00:00,2026-07-27T08:39:53.627404+00:00,,,x480x996mm · Bao bì,
CH0187HG-AL,Bar Armchair,dde97cbc-0050-4b0c-ad8f-9e0f994f5c5a,d74c0269-67ef-4343-979b-feef0e4277d9,PACKAGING,,,Giấy sell,VT-BB-GIAY-SELL,,,,,,,,6,m,0,,,,,,,,27,2026-07-27T08:39:51.973407+00:00,2026-07-27T08:39:51.973407+00:00,,,Giấy sell · Bao bì,
TB0174HG-AL,Bàn xếp Santorin,ddf0e476-f24c-4b6b-bf10-7ecf1e2314ca,9999b62a-9e6c-479a-a503-dfb1f5a01eda,HARDWARE,,,Pat hộp Riva cắt ngắn,VT-PK-PAT-PAT-HOP-RIVA-CAT-NGAN,,,,,,,,2,Cái,0,,,,,,,,34,2026-07-27T08:40:13.071396+00:00,2026-07-27T08:40:13.071396+00:00,,,,
TB0163HG-AL,"Bàn CN Tilos 150x90 cm, Khung nhôm , gỗ keo",de9b1dae-a79a-451e-8ddc-00d1ae431612,00f354d3-fe00-4fb9-a0e3-38327774ee15,HARDWARE,,,Bộ tip Buri + Cây xỏ,VT-PK-BO-TIP-BURI-CAY-XO,,,,,,,,1,cái,0,,,,,,,,17,2026-07-27T08:40:00.532777+00:00,2026-07-27T08:40:00.532777+00:00,,,,
CH0170HG-AL,Ghế 5 bậc Paxos,deaaf05f-ec5e-4c2b-b619-2dd0a26fa925,b6a4f71a-46ec-4e19-bd92-8bae4aed885f,FRAME,,,Ắc phi,VT-AL-TRON-16x16,AL,TRON,,16,16,,55,2,Cái,0,,,,,,,,11,2026-07-27T08:40:07.00024+00:00,2026-07-27T08:40:07.00024+00:00,,,Tròn 16x16x55mm · Nhôm,
OT0179HG-AL,"Bồn hoa nhỏ, khung nhôm, nan gỗ",debe755d-9265-4c0d-acbd-91658e9c30fd,467c7182-10b4-45ac-aee5-7c5ed88542ea,WOOD,,,Liên kết nan đáy,VT-GO-10x40,WD,,,10,40,,356,2,cái,0,,,,,,,,19,2026-07-27T08:40:20.012597+00:00,2026-07-27T08:40:20.012597+00:00,,,Gỗ 10x40x356mm · Gỗ keo,
TB0183HG-AL,Table,ded2bc3d-9390-4fcf-b6aa-8c43b4bbaada,2c2299c9-f0a9-4967-a256-964cab1397d7,PACKAGING,,,Màng PE,VT-BB-MANG-PE,,,,,,,,3,m,0,,,,,,,,23,2026-07-27T08:39:48.359581+00:00,2026-07-27T08:39:48.359581+00:00,,,Bao bì,
TB0193HG-AL,Rhone Round Aluminium Dining Table,df0b388e-7751-45e2-ba95-c842952a9c6f,ac0924e2-8576-4305-a8b2-4ae84302270f,PACKAGING,,,Lót góc,VT-BB-LOT-GOC,,,,,,,,4,cái,0,,,,,,,,22,2026-07-27T08:39:57.151771+00:00,2026-07-27T08:39:57.151771+00:00,,,Bao bì,
CH0200HG-AL,Ghế xếp Florenz,df30a35b-fad0-4bf1-a135-b10f22fe8433,b515c2f0-495c-4683-93bf-322192caaeee,HARDWARE,,,LĐN 6x16x2 đen,VT-PK-LDN-6X16X2-DEN,,,,,,,,2,con,0,,,,,,,,5,2026-07-27T08:40:23.496126+00:00,2026-07-27T08:40:23.496126+00:00,,,Thép/Nhựa,
CH0170HG-AL,Ghế 5 bậc Paxos,e01ea328-910d-433c-84a7-b72c65c56900,b6a4f71a-46ec-4e19-bd92-8bae4aed885f,HARDWARE,,,"LĐN 10x20x5, đen",VT-PK-LDN-10X20X5-DEN-10X20X5,,,,,,,,2,con,0,,,,,,,,29,2026-07-27T08:40:07.00024+00:00,2026-07-27T08:40:07.00024+00:00,,,10x20x5,
BN0203HG-AL,Ghế đôi bằng nhôm gỗ bạch đàn FSC,e03a4a08-2c11-46b1-a9cc-8b6fae494e5b,de2881a3-ffbd-46b8-b144-c3f858ed4cab,WOOD,,,Nan liên kếtmee,VT-GO-10x25,WD,,,10,25,,465,3,cái,0,,,,,,,,16,2026-07-27T08:40:27.636224+00:00,2026-07-27T08:40:27.636224+00:00,,,Gỗ 10x25x465mm · Gỗ bạch đàn,
CH0197HG-AL,Ghế XC Keros,e044a349-d311-4b50-bfe9-09c306d76493,814b379d-6f5e-4c81-b87d-66029b8e81b3,FRAME,,,Chân trước,VT-AL-HOP-50x25,AL,HOP,,50,25,,633,2,cái,0,,,,,,,,4,2026-07-27T08:40:21.881921+00:00,2026-07-27T08:40:21.881921+00:00,,,Hộp 25x50x633mm · Hộp,
TB0163HG-AL,"Bàn CN Tilos 150x90 cm, Khung nhôm , gỗ keo",e139d182-b7ce-49aa-885f-d55d10d94cf5,00f354d3-fe00-4fb9-a0e3-38327774ee15,HARDWARE,,,LĐS chẻ lỗ 10 xi trắng,VT-PK-LDS-CHE-LO-10-XI-TRANG-LO-10-XI-TRANG,,,,,,,,4,cái,0,,,,,,,,15,2026-07-27T08:40:00.532777+00:00,2026-07-27T08:40:00.532777+00:00,,,"lỗ 10, xi trắng · Sắt xi trắng",
CH0180HG-AL,Ghế 5 bậc Toblino,e1426361-546e-424e-aca2-33fba7499c9b,686a1fc9-ecb3-4d78-9fd9-6815b90375e0,FRAME,,,Chân trước,VT-AL-PF-TDB477,AL,PF,TDB477,24,40,,620,2,Cái,0,,,,,,,,0,2026-07-27T08:40:17.275135+00:00,2026-07-27T08:40:17.275135+00:00,,,TD-B477 24x40mm · Nhôm,
TB0094HG-AL,Bàn CN NW 1725x1000,e1438420-302d-464d-8a0b-69ec31cf94e1,a92ef538-fef8-4eee-b2bd-c81fa8b693a7,FRAME,,,Khung bàn lớn/ thanh dọc,VT-AL-HOP-14x36,AL,HOP,,14,36,0.9,959.5,2,Cái,0,,,,,,,,1,2026-07-27T08:39:47.189331+00:00,2026-07-27T08:39:47.189331+00:00,,,Hộp 14x36x959.5mm · Sắt,
BN0204HG-AL,Ghế ba bằng nhôm gỗ bạch đàn FSC,e1a8afbc-e90b-4e94-b88f-6dfdec6db543,d7cc4ec4-9b1a-4022-a1a5-f85c8a8c680e,FRAME,,,Dọc ngồi,VT-AL-HOP-35x15,AL,HOP,,35,15,,465,2,cái,0,,,,,,,,6,2026-07-27T08:40:28.444161+00:00,2026-07-27T08:40:28.444161+00:00,,,Hộp 15x35x465mm · Hộp,
TB0208HG-AL,Table,e1c1960d-9846-4641-acb8-57ade0d6c654,98daab70-c88c-4903-a3c5-c4361d10f38e,FRAME,,4,Khung bàn/ thanh support,VT-AL-HOP-20x20,AL,HOP,,20,20,1,675,1,Cái,0,0.13851,0.675,0.054,,,,,3,2026-07-27T09:22:30.150883+00:00,2026-07-27T09:22:30.150883+00:00,,,,
TB0169HG-AL,Bàn CNKG Paxos,e1ec0f5c-003f-4bd8-a080-244ee062c727,c6dfe1af-fe46-4d1d-9e76-808d93b8ee0d,HARDWARE,,,Khóa bấm đà,VT-PK-KHOA-BAM-DA,,,,,,,,2,cái,0,,,,,,,,36,2026-07-27T08:40:06.036147+00:00,2026-07-27T08:40:06.036147+00:00,,,,
TB0169HG-AL,Bàn CNKG Paxos,e1f5472a-ce23-44a0-b76a-2755f3218123,c6dfe1af-fe46-4d1d-9e76-808d93b8ee0d,FRAME,,,Viền bàn dài,VT-AL-LA-1x50,AL,LA,,1,50,,935,6,Cái,0,,,,,,,(V25),5,2026-07-27T08:40:06.036147+00:00,2026-07-27T08:40:06.036147+00:00,,,La 1x50x935mm · Nhôm,
CH0175HG-AL,Ghế xếp Santorin,e1ff99a2-97e8-4cf5-99b5-5c66d2a1289d,f9c3198e-89d7-4499-89d5-7587d9af2d47,HARDWARE,,,Eru 6 keo,VT-PK-ERU-6-KEO-6-KEO-7M,,,,,,,,2,Con,0,,,,,,,,28,2026-07-27T08:40:13.951696+00:00,2026-07-27T08:40:13.951696+00:00,,,6 keo 7M,
TB0173HG-AL,"Bàn CNKG 65130x65x74 cm Khung nhôm, gỗ keo, Sơn graphit",e2213211-7b6f-4e8b-a6cb-e28c97a907e1,5ee3362a-2b90-44ae-a276-666bd840086f,HARDWARE,,,Pat trượt to màu đen,VT-PK-PAT-PAT-TRUOT-TO-MAU-DEN,,,,,,,,4,cái,0,,,,,,,,15,2026-07-27T08:40:12.237576+00:00,2026-07-27T08:40:12.237576+00:00,,,,
CH0175HG-AL,Ghế xếp Santorin,e262e205-de90-4127-a7be-eeebb3ac905f,f9c3198e-89d7-4499-89d5-7587d9af2d47,HARDWARE,,,Vít 6x20,VT-PK-VIT-M6X20,,,,,,,,2,Con,0,,,,,,,,20,2026-07-27T08:40:13.951696+00:00,2026-07-27T08:40:13.951696+00:00,,,"6x20, xi 7 màu",
CH0065HG-AL,Ghế đan mây Rattan,e2850c41-8fc1-4fbe-b9d3-84890aaf213d,e1d71586-0510-4d64-a775-23e977a2d463,FRAME,,,tay vịn,VT-AL-HOP-40x10,AL,HOP,,40,10,,517,2,cái,0,,,,,,,,2,2026-07-27T08:40:26.790785+00:00,2026-07-27T08:40:26.790785+00:00,,,Hộp 10x40x517mm · Hộp,
CH0195HG-IN,"Ghế 5 bậc Keros khung Inox, nan gỗ keo FSC",e2a0c82f-f26d-43b3-b2c5-20dd9dab0bef,33351402-69c3-452c-800e-023b985a89f3,FRAME,,,Dọc mê,VT-IN-VUONG-25x25,IN,VUONG,,25,25,,500,2,cái,0,,,,,,,,3,2026-07-27T08:40:20.883232+00:00,2026-07-27T08:40:20.883232+00:00,,,Vuông 25x25x500mm · Vuông,
TB0173HG-AL,"Bàn CNKG 65130x65x74 cm Khung nhôm, gỗ keo, Sơn graphit",e31caf0f-6aa1-408e-aa74-04294c8854d8,5ee3362a-2b90-44ae-a276-666bd840086f,WOOD,,,Viền dọc,VT-GO-26x30,WD,,,26,30,,650,4,Cái,0,,,,,,,,6,2026-07-27T08:40:12.237576+00:00,2026-07-27T08:40:12.237576+00:00,,,26x30x650mm · Gỗ keo,
TB0094HG-AL,Bàn CN NW 1725x1000,e334ef84-5e25-4517-afc9-f3fee3277a50,a92ef538-fef8-4eee-b2bd-c81fa8b693a7,PACKAGING,,,Carton 1,VT-BB-CARTON-1,,,,,,,,1,cái,0,,,,,,,(QCLL),23,2026-07-27T08:39:47.189331+00:00,2026-07-27T08:39:47.189331+00:00,,,997x975x120mm · Giấy Carton,
CH0176HG-AL,Ghế 5 bậc Athos,e36a1eea-a3db-496e-aeb2-104869256f7b,a0d0c303-46c2-4387-8cce-7c68381c49dd,HARDWARE,,,"Vít 6x45, 7 màu",VT-PK-VIT-M6X45,,,,,,,,4,con,0,,,,,,,,28,2026-07-27T08:40:14.779484+00:00,2026-07-27T08:40:14.779484+00:00,,,"Vít 6x45, 7 màu",
SL0181HG-AL,Giường tắm nắng Paxos,e3b3394b-ca27-4a1d-a363-32ee05b025cd,061e7682-05b0-43e3-a65d-1d7921caa87b,HARDWARE,,,Tán rút 6,VT-PK-TANRUT-TAN-RUT-6-6MM,,,,,,,,2,con,0,,,,,,,,32,2026-07-27T08:40:07.914699+00:00,2026-07-27T08:40:07.914699+00:00,,,6mm,
TB0173HG-AL,"Bàn CNKG 65130x65x74 cm Khung nhôm, gỗ keo, Sơn graphit",e3e6f44b-4a49-4306-bb4a-2e3f00167af6,5ee3362a-2b90-44ae-a276-666bd840086f,FRAME,,,Chân,VT-AL-HOP-30x60,AL,HOP,,30,60,,650,4,Cái,0,,,,,,,B433S,0,2026-07-27T08:40:12.237576+00:00,2026-07-27T08:40:12.237576+00:00,,,Hộp 30x60x650mm · Nhôm,
CH0119HG-AL,Ghế 5 bậc nhôm lưới Tilos,e410d9df-e2bc-4f11-ac26-3baa93e018f4,976695ad-7e1a-405b-8fd8-22c6c97841b6,FRAME,,,Dọc mê,VT-AL-PF-TDA593,AL,PF,TDA593,22,35,,455,2,Cái,0,,,,,,,Giọt nước,3,2026-07-27T08:39:59.69022+00:00,2026-07-27T08:39:59.69022+00:00,,,TD-A593 22x35mm · Nhôm,
