code,name,nhom,vat_lieu,dang,tiet_dien_a_mm,tiet_dien_b_mm,day_thanh_mm,unit,so_dong_bom,so_san_pham,can_ra_tay,cac_cach_viet_goc
VT-AL-PF-TDDTBD05,Profile nhôm TDDTBD05,KHUNG,AL,PF,24,40,,cây,2,2,,Chân trước + tay vịn
VT-AL-PF-TDHG01,Profile nhôm TDHG01,KHUNG,AL,PF,22,60,,cây,9,3,,Trước + Sau mê | Dọc mê | Chân | Giằng dưới chân | Thành giường dọc
VT-AL-PF-TDHG04,Profile nhôm TDHG04,KHUNG,AL,PF,,,,cây,35,15,,"Nẹp tự | Nẹp tựa đầu, mê | Nẹp tựa | Nẹp mê ngồi | Nẹp Vải | Bạ nẹp lưới"
VT-AL-PF-TDHG05,Profile nhôm TDHG05,KHUNG,AL,PF,1.5,27,1.5,cây,1,1,,la bịt đầu
VT-AL-PF-TDHG06,Profile nhôm TDHG06,KHUNG,AL,PF,3,35,3,cây,1,1,,Bịt đầu Diềm bàn
VT-AL-PF-TDHG09,Profile nhôm TDHG09,KHUNG,AL,PF,,,,cây,2,1,,Dọc ngồi | Dọc tựa
VT-AL-PF-TDHG11,Profile nhôm TDHG11,KHUNG,AL,PF,17,29.6,,cây,3,3,,Tựa đầu | Nẹp vải Mê
VT-AL-PF-TDHG12,Profile nhôm TDHG12,KHUNG,AL,PF,19,29,,cây,1,1,,Nẹp Vải tựa
VT-AL-PF-TDHG15,Profile nhôm TDHG15,KHUNG,AL,PF,35,75,,cây,17,11,,Diềm Bàn | Diềm dài | Diềm 2 | Diềm dọc bàn | Khung giường dọc
VT-AL-PF-TDHG16,Profile nhôm TDHG16,KHUNG,AL,PF,10,40,,cây,8,5,,Tay vịn | Nan ngồi | Ngang đỡ nan ngoài | Giằng dọc bàn | Giằng ngang bàn | Hộp gắn móc nhựa
VT-AL-PF-TDHG17,Profile nhôm TDHG17,KHUNG,AL,PF,10,50,1.2,cây,30,19,,Tay vịn | Nan ngồi | Nan tựa | nan ngồi | tay vịn | nan lưng
VT-AL-PF-TDHG20,Profile nhôm TDHG20,KHUNG,AL,PF,30,60,,cây,6,3,,Diềm dài | Diềm Ngắn
VT-AL-PF-TDHG21,Profile nhôm TDHG21,KHUNG,AL,PF,10,50,,cây,1,1,,Tựa đầu nan
VT-AL-PF-TDHG22,Profile nhôm TDHG22,KHUNG,AL,PF,4,50,,cây,3,3,,Nan mê | Nan tựa + mê
VT-AL-PF-TDHG23,Profile nhôm TDHG23,KHUNG,AL,PF,24,45,,cây,5,2,,Chân trước | Chân sau | chân 1 | chân 2 | chân 3
VT-AL-PF-TDHG24,Profile nhôm TDHG24,KHUNG,AL,PF,2,30,2,cây,2,2,,Bịt đầu La
VT-AL-PF-TDHG28,Profile nhôm TDHG28,KHUNG,AL,PF,29.8,64.7,,cây,2,1,,Viền bàn dọc | Viền bàn ngang
VT-AL-PF-TDHG30,Profile nhôm TDHG30,KHUNG,AL,PF,24,24,,cây,5,3,,Dọc ngồi | Dọc tựa | Khung dọc tựa | Nẹp vải ngồi | Nẹp vải tựa ( dọc tựa )
VT-AL-PF-TWHG01,Profile nhôm TWHG01,KHUNG,AL,PF,20,60,,cây,1,1,,Tay vịn
VT-AL-PF-TWHG03,Profile nhôm TWHG03,KHUNG,AL,PF,20,20,,cây,3,3,,Viền dọc cánh ngoài | Diềm dọc khung đỡ nan
VT-AL-PF-TWHG06,Profile nhôm TWHG06,KHUNG,AL,PF,10,86,,cây,10,9,,Nan Bàn | Nan bàn | Nan ngồi | LK Chân bàn | LK bắt chân
VT-AL-PF-TWHG07,Profile nhôm TWHG07,KHUNG,AL,PF,23,30,1.2,cây,1,1,,dọc tựa
VT-AL-PF-TWHG09,Profile nhôm TWHG09,KHUNG,AL,PF,,,1.2,cây,6,3,,Diềm bàn dọc | Diềm bàn ngang | Chân
VT-AL-PF-TWHG11,Profile nhôm TWHG11,KHUNG,AL,PF,65,65,,cây,15,1,,Đế
VT-AL-PF-TWHG13,Profile nhôm TWHG13,KHUNG,AL,PF,35,95,,cây,1,1,,Diềm dọc bàn
VT-AL-PF-V15,Profile nhôm V15,KHUNG,AL,PF,30,30,,cây,1,1,,Thanh V đỡ 2 đầu nan
VT-AL-PF-VUONG20,Profile nhôm VUONG20,KHUNG,AL,PF,20,20,1,cây,4,2,,Giang cánh giữa 1 | Giang cánh giữa 2
VT-AL-PF-YGH06,Profile nhôm YGH06,KHUNG,AL,PF,15,35,1.2,cây,4,4,,Đố trước
VT-AL-PF-YHG06,Profile nhôm YHG06,KHUNG,AL,PF,15,35,,cây,32,14,,Đố trước | Đố sau | Dọc ngồI | Lưng tựa | Giằng mê (dọc) | Ngang ngồi sau cong
VT-AL-PF-YHG26,Profile nhôm YHG26,KHUNG,AL,PF,47,47,2.5,cây,2,2,,Nối chân
VT-AL-PF-YHPM05,Profile nhôm YHPM05,KHUNG,AL,PF,,,,cây,4,4,,Tay vịn
VT-AL-TAM-0.8,Tấm nhôm dày 0.8,KHUNG,AL,TAM,,,0.8,cây,3,1,,nan giường 1 nhấn c (10x50) | nan giường 2  nhấn c (10x50) | nan giường 3  nhấn c (10x50)
VT-AL-TAM-1,Tấm nhôm dày 1,KHUNG,AL,TAM,,,1,cây,3,3,,Nan ngồi | Nẹp dây | LK bàn phụ
VT-AL-TAM-1.2,Tấm nhôm dày 1.2,KHUNG,AL,TAM,,,1.2,cây,7,4,,Nan ngồi | Tựa | Mê | Tựa lưng | Mê ngồi | Chân
VT-AL-TAM-1.5,Tấm nhôm dày 1.5,KHUNG,AL,TAM,,,1.5,cây,4,4,,Mặt bàn | Nan tựa
VT-AL-TAM-1.6,Tấm nhôm dày 1.6,KHUNG,AL,TAM,,,1.6,cây,4,1,,Ốp tay vịn (Nhấn)
VT-AL-TAM-2,Tấm nhôm dày 2,KHUNG,AL,TAM,,,2,cây,21,8,,LK bàn phụ | Bịt đầu trụ giữa | Đế | Xương đế | Viền đế ngoài | Viền đế giữa
VT-AL-TAM-2.5,Tấm nhôm dày 2.5,KHUNG,AL,TAM,,,2.5,cây,2,1,,Lưới Tựa | Lưới Mê
VT-AL-TAM-4,Tấm nhôm dày 4,KHUNG,AL,TAM,,,4,cây,7,5,,Mặt bích tròn đế xoay | Ngang giữa mê ngồi | Pát trên trụ xoay | Mặt bích tròn | Pát LK chân
VT-AL-TAM-5,Tấm nhôm dày 5,KHUNG,AL,TAM,,,5,cây,2,2,,Mặt bích tròn
VT-AL-TAM-8,Tấm nhôm dày 8,KHUNG,AL,TAM,,,8,cây,2,2,,Pát LK đế xoay
VT-AL-TRON-12x12,Ống nhôm tròn Ø12 dày ,KHUNG,AL,TRON,12,12,,cây,2,1,,dọc chống tựa | ngang chống tựa
VT-AL-TRON-14x14,Ống nhôm tròn Ø14 dày ,KHUNG,AL,TRON,14,14,,cây,1,1,,Ống lót tay vịn
VT-AL-TRON-16x15x0.8,Ống nhôm tròn Ø16 dày 0.8,KHUNG,AL,TRON,16,15,0.8,cây,1,1,,Chốt lk đan dây
VT-AL-TRON-16x16,Ống nhôm tròn Ø16 dày ,KHUNG,AL,TRON,16,16,,cây,5,5,,Ắc ren | Ắc ren M10 | Ắc ty | Ắc taro M10
VT-AL-TRON-19x19,Ống nhôm tròn Ø19 dày ,KHUNG,AL,TRON,19,19,,cây,2,2,,Sơ mi lót tựa
VT-AL-TRON-D10x1,Ống nhôm tròn Ø10 dày 1,KHUNG,AL,TRON,10,10,1,cây,133,21,,Khung tay tròn nhỏ 1 | Khung tay tròn nhỏ 2 | Khung tựa tròn nhỏ | Chống chân | Giằng trên chân ngắn | Chống tựa
VT-AL-TRON-D10x1.2,Ống nhôm tròn Ø10 dày 1.2,KHUNG,AL,TRON,10,10,1.2,cây,1,1,,Chống tựa ngang
VT-AL-TRON-D10x10,Ống nhôm tròn Ø10 dày 10,KHUNG,AL,TRON,10,10,10,cây,3,2,,Thanh chống tựa | Ngang thanh Chống | Xà thanh chống đầu giường
VT-AL-TRON-D10x3.5,Ống nhôm tròn Ø10 dày 3.5,KHUNG,AL,TRON,10,10,3.5,cây,1,1,,ắc sao
VT-AL-TRON-D11.5x3.5,Ống nhôm tròn Ø11.5 dày 3.5,KHUNG,AL,TRON,11.5,11.5,3.5,cây,1,1,,Ắc
VT-AL-TRON-D12x1,Ống nhôm tròn Ø12 dày 1,KHUNG,AL,TRON,12,12,1,cây,9,5,,Ống lót bu lon | Sơ mi thanh ngồi | Dọc ngồi giữa 2 | Ngang giữa tròn 2 | Giằng giữa tròn 1 | Giằng giữa tròn 2
VT-AL-TRON-D12x1.2,Ống nhôm tròn Ø12 dày 1.2,KHUNG,AL,TRON,12,12,1.2,cây,2,1,,dọc chống tựa | ngang chống tựa
VT-AL-TRON-D13x1,Ống nhôm tròn Ø13 dày 1,KHUNG,AL,TRON,13,13,1,cây,3,3,,Sơ mi thanh ngồi
VT-AL-TRON-D14x1,Ống nhôm tròn Ø14 dày 1,KHUNG,AL,TRON,14,14,1,cây,8,7,,Ống đỡ tay chống | Ống lót uống chân trước | Ống lót uống chân | Tựa đầu đứng | Tựa đầu ngang | Thanh gập bàn giữa
VT-AL-TRON-D14x1.2,Ống nhôm tròn Ø14 dày 1.2,KHUNG,AL,TRON,14,14,1.2,cây,3,2,,Chốt tay vịn | Giằng nẹp tựa + mê
VT-AL-TRON-D16x0.7,Ống nhôm tròn Ø16 dày 0.7,KHUNG,AL,TRON,16,16,0.7,cây,13,3,,Thanh đỡ mê | Dọc tựa | Thanh đứng khung tựa | Thanh nghiêng khung tựa | Thanh dọc khung tựa | Thanh ngang khung tựa 1
VT-AL-TRON-D16x0.8,Ống nhôm tròn Ø16 dày 0.8,KHUNG,AL,TRON,16,16,0.8,cây,18,5,,Nan Đan dây mê | Đan dây trước | Chống  Tựa | Giằng tựa 1 | Giằng tựa 2 | Chốt Lk đan dây
VT-AL-TRON-D16x1,Ống nhôm tròn Ø16 dày 1,KHUNG,AL,TRON,16,16,1,cây,153,30,,Thanh đứng khung tựa | Thanh nghiêng khung tựa | Thanh dọc khung tựa | Thanh ngang khung tựa 1 | Thanh ngang khung tựa 2 | Thanh đứng khung tay
VT-AL-TRON-D16x1.2,Ống nhôm tròn Ø16 dày 1.2,KHUNG,AL,TRON,16,16,1.2,cây,66,3,,Ke góc cong | Chống đứng giữa trước | Giằng góc giữa | Chống giữa tựa | Chống góc ngồi cong | Chống giữa khung ngồi
VT-AL-TRON-D16x16,Ống nhôm tròn Ø16 dày 16,KHUNG,AL,TRON,16,16,16,cây,1,1,,Ắc taro M10
VT-AL-TRON-D16x3.5,Ống nhôm tròn Ø16 dày 3.5,KHUNG,AL,TRON,16,16,3.5,cây,15,14,,Ắc ren | Ắc tròn 16 | Ắc tròn | Ắc ty dày | Thanh xoay | Ắc chân
VT-AL-TRON-D19x0.8,Ống nhôm tròn Ø19 dày 0.8,KHUNG,AL,TRON,19,19,0.8,cây,1,1,,Ống lót dọc ngồi
VT-AL-TRON-D19x1,Ống nhôm tròn Ø19 dày 1,KHUNG,AL,TRON,19,19,1,cây,52,28,,Giằng Hông | Nối chân | Giằng trước mê+chống phi19 | Chống tựa 2 | Chống chân bàn | Giằng tựa
VT-AL-TRON-D19x1.2,Ống nhôm tròn Ø19 dày 1.2,KHUNG,AL,TRON,19,19,1.2,cây,11,5,,Chống mê ngồi sau | Chống | thanh xà | Thanh xà | Thanh chống | Xà chống
VT-AL-TRON-D19x1.4,Ống nhôm tròn Ø19 dày 1.4,KHUNG,AL,TRON,19,19,1.4,cây,90,1,,Tựa lưng trong | Tựa lưng ngoài | Khung đế | Chống giữa tựa cong 1 | Chống giữa tựa cong 2 | Tựa lưng trước
VT-AL-TRON-D1x1,Ống nhôm tròn Ø1 dày 1,KHUNG,AL,TRON,1,1,1,cây,1,1,,Giang chân trước + sau+ đế chân
VT-AL-TRON-D20x0.6,Ống nhôm tròn Ø20 dày 0.6,KHUNG,AL,TRON,20,20,0.6,cây,2,2,,Nan mê
VT-AL-TRON-D20x0.8,Ống nhôm tròn Ø20 dày 0.8,KHUNG,AL,TRON,20,20,0.8,cây,10,4,,Khung đầu giường đan dây | Thanh ngan chống | Thanh chống 5 bật | Giằng chống | Chân trước | Chân sau 2
VT-AL-TRON-D20x1,Ống nhôm tròn Ø20 dày 1,KHUNG,AL,TRON,20,20,1,cây,34,11,,Nan mê | Tựa lưng trên | Tựa lưng Dưới | Khung mê | Thanh Giằng ngang đầu | Thanh ngan chống
VT-AL-TRON-D20x1.1,Ống nhôm tròn Ø20 dày 1.1,KHUNG,AL,TRON,20,20,1.1,cây,1,1,,Chân sau 1 + tựa
VT-AL-TRON-D20x1.2,Ống nhôm tròn Ø20 dày 1.2,KHUNG,AL,TRON,20,20,1.2,cây,9,3,,Khung mê | Chân trước | Chân sau 1 + tựa | Chân sau 2 | kiềng trượt | kiềng tựa
VT-AL-TRON-D20x1.5,Ống nhôm tròn Ø20 dày 1.5,KHUNG,AL,TRON,20,20,1.5,cây,18,3,,Chân trước | Khung mê | Chân sau + tựa | Chân sau 1 + tựa | Chân sau 2
VT-AL-TRON-D20x2,Ống nhôm tròn Ø20 dày 2,KHUNG,AL,TRON,20,20,2,cây,1,1,,Chân Giường
VT-AL-TRON-D21x1,Ống nhôm tròn Ø21 dày 1,KHUNG,AL,TRON,21,21,1,cây,4,2,,Dọc ngồi | Chân ghế tròn | Trụ giữa trong | Thành giằng khung trong
VT-AL-TRON-D22x1,Ống nhôm tròn Ø22 dày 1,KHUNG,AL,TRON,22,22,1,cây,15,11,,Chống tựa 1 | Giằng mê phi22 | Viền dài trên + viền ngắn | Giằng mê | Giằng dưới chân trước | Giằng dưới chân sau
VT-AL-TRON-D22x1.2,Ống nhôm tròn Ø22 dày 1.2,KHUNG,AL,TRON,22,22,1.2,cây,11,4,,Khung mê | Khung tay | Khung tựa | Giằng trên chân trước | Giằng dưới chân sau | Giằng tựa trên
VT-AL-TRON-D22x1.4,Ống nhôm tròn Ø22 dày 1.4,KHUNG,AL,TRON,22,22,1.4,cây,9,1,,Chống cong góc trong | Chân sau (tay vịn)
VT-AL-TRON-D25x0.8,Ống nhôm tròn Ø25 dày 0.8,KHUNG,AL,TRON,25,25,0.8,cây,3,1,,Ngang trước | Ngang sau | Chân sau
VT-AL-TRON-D25x1,Ống nhôm tròn Ø25 dày 1,KHUNG,AL,TRON,25,25,1,cây,19,8,,Giang giữa tay | Ngang giữa tựa phi25 | Dọc ngồi +đố sau phi 25 | Khung đố trước+tựa+tay | Khung mê | Giằng giữa
VT-AL-TRON-D25x1.2,Ống nhôm tròn Ø25 dày 1.2,KHUNG,AL,TRON,25,25,1.2,cây,29,12,,Chân | Khung ngang trước + tay + tựa | Khung ngồi dọc + sau | Khung ngồi giữa | Chân phụ | Chân giữa
VT-AL-TRON-D25x1.4,Ống nhôm tròn Ø25 dày 1.4,KHUNG,AL,TRON,25,25,1.4,cây,69,1,,Ngang ngồi sau 1 | Ngang ngồi sau 2 | Ngang ngồi trước | Chống góc ngồi  trước | Ngang ngồi sau | Dọc ngồi
VT-AL-TRON-D25x4,Ống nhôm tròn Ø25 dày 4,KHUNG,AL,TRON,25,25,4,cây,4,2,,Trục xoay trong
VT-AL-TRON-D27x0.8,Ống nhôm tròn Ø27 dày 0.8,KHUNG,AL,TRON,27,27,0.8,cây,2,1,,Khung đế | Chống khung đế
VT-AL-TRON-D27x1.2,Ống nhôm tròn Ø27 dày 1.2,KHUNG,AL,TRON,27,27,1.2,cây,11,2,,Ống lót tựa | ống lót tựa 2
VT-AL-TRON-D27x1.4,Ống nhôm tròn Ø27 dày 1.4,KHUNG,AL,TRON,27,27,1.4,cây,8,2,,Ống lót mê trước + sau | Ống lót mê trước | Ống lót mê sau
VT-AL-TRON-D30x1,Ống nhôm tròn Ø30 dày 1,KHUNG,AL,TRON,30,30,1,cây,2,1,,Đố sau | Đố sau + trước
VT-AL-TRON-D30x1.2,Ống nhôm tròn Ø30 dày 1.2,KHUNG,AL,TRON,30,30,1.2,cây,49,6,,Khung chân | Đố trước + giằng chân | Đố sau | Khung tựa | Khung chân giữa | Tựa trên cong
VT-AL-TRON-D30x1.5,Ống nhôm tròn Ø30 dày 1.5,KHUNG,AL,TRON,30,30,1.5,cây,26,3,,Viền Mặt bàn | Mặt kệ | Đố + đỡ tay vịn | Ngang tựa | Tựa +dọc mê | Khung mê
VT-AL-TRON-D30x1.6,Ống nhôm tròn Ø30 dày 1.6,KHUNG,AL,TRON,30,30,1.6,cây,1,1,,Dọc khung chân
VT-AL-TRON-D34x1,Ống nhôm tròn Ø34 dày 1,KHUNG,AL,TRON,34,34,1,cây,2,2,,Ống xoay giữa
VT-AL-TRON-D34x1.2,Ống nhôm tròn Ø34 dày 1.2,KHUNG,AL,TRON,34,34,1.2,cây,6,3,,Chân trước | Chân sau
VT-AL-TRON-D34x2,Ống nhôm tròn Ø34 dày 2,KHUNG,AL,TRON,34,34,2,cây,7,2,,Pát Lk
VT-AL-TRON-D35x0.8,Ống nhôm tròn Ø35 dày 0.8,KHUNG,AL,TRON,35,35,0.8,cây,3,2,,Chân trước | Chân sau 2
VT-AL-TRON-D35x1,Ống nhôm tròn Ø35 dày 1,KHUNG,AL,TRON,35,35,1,cây,2,1,,Chân trước | Khung mê
VT-AL-TRON-D35x1.1,Ống nhôm tròn Ø35 dày 1.1,KHUNG,AL,TRON,35,35,1.1,cây,1,1,,Chân sau 1 + tựa
VT-AL-TRON-D35x1.2,Ống nhôm tròn Ø35 dày 1.2,KHUNG,AL,TRON,35,35,1.2,cây,12,4,,Chân | Chân trước | Khung mê | Chân sau 1 + tựa | Chân sau 2
VT-AL-TRON-D35x3,Ống nhôm tròn Ø35 dày 3,KHUNG,AL,TRON,35,35,3,cây,2,2,,Ống nối ngang chân sau
VT-AL-TRON-D38x1.2,Ống nhôm tròn Ø38 dày 1.2,KHUNG,AL,TRON,38,38,1.2,cây,6,4,,Cùi tay trước | Tựa trên | Chân nhôm
VT-AL-TRON-D38x40,Ống nhôm tròn Ø38 dày 40,KHUNG,AL,TRON,38,38,40,cây,4,2,,Cùi tay sau | Nắp đậy BULON
VT-AL-TRON-D40x0.8,Ống nhôm tròn Ø40 dày 0.8,KHUNG,AL,TRON,40,40,0.8,cây,3,3,,Chân
VT-AL-TRON-D40x1,Ống nhôm tròn Ø40 dày 1,KHUNG,AL,TRON,40,40,1,cây,6,2,,Ống xoay giữa | chân | Khung ngang mê | Khung dọc mê | Khung ngang tựa | Khung dọc tựa
VT-AL-TRON-D40x1.2,Ống nhôm tròn Ø40 dày 1.2,KHUNG,AL,TRON,40,40,1.2,cây,3,3,,Chân
VT-AL-TRON-D40x2,Ống nhôm tròn Ø40 dày 2,KHUNG,AL,TRON,40,40,2,cây,25,10,,Chân trước | Chân sau | Tựa trên | Chân giữa | Ngang đầu chân trước | Ngang đầu chân sau
VT-AL-TRON-D40x3,Ống nhôm tròn Ø40 dày 3,KHUNG,AL,TRON,40,40,3,cây,1,1,,bịt 2 đầu chân giường
VT-AL-TRON-D42x1.1,Ống nhôm tròn Ø42 dày 1.1,KHUNG,AL,TRON,42,42,1.1,cây,1,1,,Trụ giữa ngoài
VT-AL-TRON-D45x0.7,Ống nhôm tròn Ø45 dày 0.7,KHUNG,AL,TRON,45,45,0.7,cây,1,1,,Diềm bàn
VT-AL-TRON-D45x0.8,Ống nhôm tròn Ø45 dày 0.8,KHUNG,AL,TRON,45,45,0.8,cây,9,2,,Chân | Ngang mê | Dọc mê | Khung dọc bàn phụ | Khung ngang bàn phụ
VT-AL-TRON-D45x1,Ống nhôm tròn Ø45 dày 1,KHUNG,AL,TRON,45,45,1,cây,27,5,,Chân | Ngang mê | Dọc mê | Khung dọc bàn phụ | Khung ngang bàn phụ | Chân giữa
VT-AL-TRON-D47x1.2,Ống nhôm tròn Ø47 dày 1.2,KHUNG,AL,TRON,47,47,1.2,cây,13,1,,cùi nối tay | Cùi nối chân | Cùi nối tựa
VT-AL-TRON-D48x4,Ống nhôm tròn Ø48 dày 4,KHUNG,AL,TRON,48,48,4,cây,4,2,,Trụ giữa
VT-AL-TRON-D50x1,Ống nhôm tròn Ø50 dày 1,KHUNG,AL,TRON,50,50,1,cây,2,1,,che lõi dù bàn phụ
VT-AL-TRON-D50x1.2,Ống nhôm tròn Ø50 dày 1.2,KHUNG,AL,TRON,50,50,1.2,cây,31,1,,Khung tay+ chân | Chân không tay | Khung tựa | Khung mê | Chóng tựa | Chân
VT-AL-TRON-D50x1.5,Ống nhôm tròn Ø50 dày 1.5,KHUNG,AL,TRON,50,50,1.5,cây,1,1,,Chân trước + chân sau
VT-AL-TRON-D60x1.5,Ống nhôm tròn Ø60 dày 1.5,KHUNG,AL,TRON,60,60,1.5,cây,2,2,,Trụ đứng
VT-AL-TRON-D60x2,Ống nhôm tròn Ø60 dày 2,KHUNG,AL,TRON,60,60,2,cây,2,2,,Trụ giữa
VT-AL-TRON-D8x1,Ống nhôm tròn Ø8 dày 1,KHUNG,AL,TRON,8,8,1,cây,6,2,,Chốt tay phi8-1.2li | Chống góc mê | Chốt tròn
VT-AL-TRON-D8x1.2,Ống nhôm tròn Ø8 dày 1.2,KHUNG,AL,TRON,8,8,1.2,cây,4,2,,Chốt tay phi8-1.2li | Chống góc mê
VT-AL-TRON-D8x8,Ống nhôm tròn Ø8 dày 8,KHUNG,AL,TRON,8,8,8,cây,2,2,,Chốt tay
VT-AL-TRONDAC-D20,Thanh nhôm tròn đặc Ø20,KHUNG,AL,TRONDAC,20,20,,cây,15,5,,Đóng sơ mi thanh hông | Đóng sơ mi ngang trước | Đóng sơ mi tựa dưới
VT-AL-TRONDAC-D40,Thanh nhôm tròn đặc Ø40,KHUNG,AL,TRONDAC,40,40,,cây,6,3,,Ngang đầu chân trước | Ngang đầu chân sau
VT-AL-TRONDAC-D5,Thanh nhôm tròn đặc Ø5,KHUNG,AL,TRONDAC,5,5,,cây,8,1,,Chốt
VT-AL-TRONDAC-D6,Thanh nhôm tròn đặc Ø6,KHUNG,AL,TRONDAC,6,6,,cây,3,3,,p6 chốt đặc | Chốt trượt
VT-AL-V-1.2x30x1.5,Ống nhôm V 1.2x30 dày 1.5,KHUNG,AL,V,1.2,30,1.5,cây,2,1,,Đỡ nan mê 2 bên
VT-AL-V-1.5x35x1.5,Ống nhôm V 1.5x35 dày 1.5,KHUNG,AL,V,1.5,35,1.5,cây,6,1,,Đỡ nan mê 2 bên
VT-AL-V-20x20x1,Ống nhôm V 20x20 dày 1,KHUNG,AL,V,20,20,1,cây,3,2,,Giang bắt nan 1 | Cụm chân trên
VT-AL-V-25x25x1,Ống nhôm V 25x25 dày 1,KHUNG,AL,V,25,25,1,cây,8,2,,Viền cánh dài | Viền cánh ngắn | Viền ngắn ô giữa | Đỡ cánh
VT-AL-V-2x45x2,Ống nhôm V 2x45 dày 2,KHUNG,AL,V,2,45,2,cây,6,5,,Đỡ mê 2 bên V 25x20 | V đỡ nan 20 x25
VT-AL-V-2x55x2,Ống nhôm V 2x55 dày 2,KHUNG,AL,V,2,55,2,cây,1,1,,Đỡ mặt bàn v 20x25
VT-AL-V-30x30x2,Ống nhôm V 30x30 dày 2,KHUNG,AL,V,30,30,2,cây,1,1,,Nhôm V
VT-AL-VUONG-10x20x1,Ống nhôm vuông 10 dày 1,KHUNG,AL,VUONG,10,20,1,cây,2,2,,Giằng dọc | Tựa đứng giữa
VT-AL-VUONG-10x40x1.2,Ống nhôm vuông 10 dày 1.2,KHUNG,AL,VUONG,10,40,1.2,cây,1,1,,nan tựa
VT-AL-VUONG-15x25x1,Ống nhôm vuông 15 dày 1,KHUNG,AL,VUONG,15,25,1,cây,2,1,,Đỡ ngang | Đỡ dọc
VT-AL-VUONG-15x35x1,Ống nhôm vuông 15 dày 1,KHUNG,AL,VUONG,15,35,1,cây,1,1,,Diềm ngang khung
VT-AL-VUONG-20x20,Ống nhôm vuông 20 dày ,KHUNG,AL,VUONG,20,20,,cây,1,1,,Giằng mê
VT-AL-VUONG-25x50x1.2,Ống nhôm vuông 25 dày 1.2,KHUNG,AL,VUONG,25,50,1.2,cây,4,3,,Chân trước | thành giường 1 | thành giường 2
VT-AL-VUONG-D100x1.1,Ống nhôm vuông 100 dày 1.1,KHUNG,AL,VUONG,100,100,1.1,cây,1,1,,Chân ghế
VT-AL-VUONG-D100x1.2,Ống nhôm vuông 100 dày 1.2,KHUNG,AL,VUONG,100,100,1.2,cây,1,1,,Chân bàn
VT-AL-VUONG-D100x1.5,Ống nhôm vuông 100 dày 1.5,KHUNG,AL,VUONG,100,100,1.5,cây,3,1,,Chân cao | Chân thấp | Chân
VT-AL-VUONG-D10x1,Ống nhôm vuông 10 dày 1,KHUNG,AL,VUONG,10,10,1,cây,9,3,,Đỡ sau mê cong | Đỡ sau mê 1 cong | Đỡ sau mê 2
VT-AL-VUONG-D12x1.35,Ống nhôm vuông 12 dày 1.35,KHUNG,AL,VUONG,12,12,1.35,cây,4,2,,Ống luồn Ngang giữa ngồi
VT-AL-VUONG-D14x1,Ống nhôm vuông 14 dày 1,KHUNG,AL,VUONG,14,14,1,cây,2,2,,Đỡ giữa bàn
VT-AL-VUONG-D15x0.8,Ống nhôm vuông 15 dày 0.8,KHUNG,AL,VUONG,15,15,0.8,cây,3,2,,Giằng mê | Giằng mê + lk 2 mê | Nan đỡ
VT-AL-VUONG-D15x1,Ống nhôm vuông 15 dày 1,KHUNG,AL,VUONG,15,15,1,cây,9,2,,Dọc đỡ nan mê | Ngang gắn chân | Chéo gắn chân | Nan bàn dọc | Thanh đỡ nan | Nan đỡ
VT-AL-VUONG-D15x1.2,Ống nhôm vuông 15 dày 1.2,KHUNG,AL,VUONG,15,15,1.2,cây,11,3,,Giằng ngang nắp | Giằng ngang trước sau | Giằng nhỏ hông | chống đứng hông | Giằng ngang đáy | Giằng dọc đáy
VT-AL-VUONG-D16x0.8,Ống nhôm vuông 16 dày 0.8,KHUNG,AL,VUONG,16,16,0.8,cây,2,1,,Thanh chống đầu giường | ngang giằng chống đầu
VT-AL-VUONG-D16x1,Ống nhôm vuông 16 dày 1,KHUNG,AL,VUONG,16,16,1,cây,4,2,,Giằng ngoài ốp tay vịn | Khung đan mây mặt hông dưới
VT-AL-VUONG-D16x1.2,Ống nhôm vuông 16 dày 1.2,KHUNG,AL,VUONG,16,16,1.2,cây,1,1,,Khung đan mây mặt hông dưới
VT-AL-VUONG-D20x0.8,Ống nhôm vuông 20 dày 0.8,KHUNG,AL,VUONG,20,20,0.8,cây,10,3,,Thành tựa | Tựa trên + tựa dưới | Khung trong giường | Khung trong ngang | Khung đầu giường | Thanh Giằng ngang
VT-AL-VUONG-D20x1,Ống nhôm vuông 20 dày 1,KHUNG,AL,VUONG,20,20,1,cây,127,30,,LK nan ngồi | Khung tựa đan dọc | Khung tựa đan ngang | Chân giữa | đỡ nan mê | Thanh đỡ mặt bàn dọc
VT-AL-VUONG-D20x1.2,Ống nhôm vuông 20 dày 1.2,KHUNG,AL,VUONG,20,20,1.2,cây,94,12,,khung mê trước | khung mê sau + dọc | Khung ngoài trên dưới | Khung trong trên dưới | Giằng khung giường | thanh đỡ nan giường dọc
VT-AL-VUONG-D20x1.4,Ống nhôm vuông 20 dày 1.4,KHUNG,AL,VUONG,20,20,1.4,cây,32,5,,Chống đứng góc | Khung mặt | Chân | Giằng chân | Khung đan mây ngồi trước | Khung đan mây ngồi sau cong
VT-AL-VUONG-D20x1.5,Ống nhôm vuông 20 dày 1.5,KHUNG,AL,VUONG,20,20,1.5,cây,14,1,,Ngang giữa ngồi cong | Khung đan mây mặt sau đứng | Chống tựa giữa | Khung ngồi thẳng trên | Khung ngồi cong trên | Chống đứng 1
